No.,사업체고유번호,사업자등록번호,법인등록번호,행정구역분류부호,사업체명,대표자명,소재지_도로명_읍면,소재지_도로명_도로명,소재지_도로명_본번,소재지_도로명_부번,소재지_도로명_빌딩명,소재지_도로명_빌딩동,소재지_도로명_빌딩층,소재지_도로명_빌딩호,소재지_도로명_도로명코드,소재지_도로명_우편번호,소재지_지번_읍면동,소재지_지번_리,소재지_지번_번지,소재지_지번_호,소재지_지번_통,소재지_지번_반,소재지_지번_공단,소재지_지번_블록,소재지_지번_로트,광역,상세주소,Latitude,Longitude,좌표_위도,좌표_경도,업종대분류_임시,업종중분류_임시,전화번호_지역번호,전화번호_국번호,전화번호_일련번호,주요_16개_도/시_전화번호,TEL,HP,팩스번호,산업분류_표준산업분류대분류,산업분류_표준산업분류중분류,산업분류_표준산업분류소분류,산업분류_표준산업분류세분류,산업분류_표준산업분류세세분류,산업분류_자체업종코드,조직형태,사업체구분,종사자수_2022,종사자수_2023,종사자수_2024,설립일자_연,설립일자_월,설립일자_일,설립일자_개업일,설립일자_인허가일,홈페이지,제품_주생산품,제품_판매방식,재무2021_매출액(국내),재무2021_매출액(해외),재무2022_회계연도,재무2022_결산월,재무2022_매출액,재무2022_매출액(국내),재무2022_매출액(해외),재무2022_순이익,재무2022_자본금,재무2022_영업이익,합계2022_자산,합계2022_자본,합계2022_부채,재무2023_자본,재무2023_부채,재무2023_매출,재무2023_수출,재무2023_연구개발,재무2023_매출액(국내),재무2023_매출액(해외),대표중견기업,저작권,이메일,기업상장,특허_국내,특허_해외,회사규모,R&D조직형태,벤처기업지정,SW사업자등록,출처,수집년도,latitude,longitude
234337,,,,,(주)코리코,김성란,,,,,,,,,,우) 42972,,,,,,,,,,대구,달성군 옥포읍 간경길 46-1,35.794143,128.4696654,,,,,,,,,0535880952,,535880951.0,,임대업; 부동산 제외,,,76190.0,,일반,,6.0,,,2005.0,5.0,25.0,,,,전동지게차 상품 종합 도매업,,,,2018.0,,1912.0,,,,,,4800.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,35.7924425,128.4697829
226861,,,,,(주)탑개발,박귀동,,,,,,,,,,우) 42961,,,,,,,,,,대구,달성군 화원읍 인흥길 93,35.7994372,128.5052619,,,,,,,,,0535834566,,535838062.0,,부동산업,,,68122.0,,일반,,2.0,,,2002.0,2.0,1.0,,,,산업용지개발 산업용지개발 서비스,,,,2017.0,,313.0,,,,,,4527.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,35.7973409,128.5101311
230950,,,,,(주)파워원,김성태,,,,,,,,,,,,,,,,,,,,대구,수성구 청수로24길 83,35.837792,128.6212797,,,,,,,,,0537615026,,537628622.0,,전기장비 제조업,,,,,일반,,8.0,,,2004.0,1.0,1.0,,,www.power1.co.kr,전원공급장치 기타 발전기 및 전기변환장치 제조업 전원공급장치,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,35.8377551,128.6211773
227942,,,,,(주)평진환경,차성현,,,,,,,,,,우) 41188,,,,,,,,,,대구,동구 동북로 396,35.8868662,128.6308541,,,,,,,,,0535636707,,535636708.0,,"폐기물 수집, 운반, 처리 및 원료 재생업",,,38110.0,,일반,,5.0,,,2000.0,6.0,20.0,,,,폐기물수집운반 사업장 폐기물 처리업 환경,,,,2015.0,,585.0,,,,,,1065.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,35.8807141,128.6412085
234528,,,,,(주)포파코,이용석,,,,,,,,,,우) 42405,,,,,,,,,,대구,남구 성당로 250,35.8549124,128.5744186,,,,,,,,,0532511312,,536220798.0,,도매 및 상품 중개업,,,46799.0,,일반,,9.0,,,2013.0,2.0,21.0,,,,"애완동물용품,생활용품 도소매,통신판매,애견샵,플라스틱용품 제조",,,,2018.0,,10938.0,,,,,,8745.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,35.8425993,128.5613922
227949,,,,,(주)푸른교육,이종연,,,,,,,,,,우) 41230,,,,,,,,,,대구,동구 동부로 207,35.8792663,128.6344071,,,,,,,,,0537575016,,537511221.0,,사업시설 관리 및 조경 서비스업,,,74100.0,,일반,,1.0,,,2010.0,2.0,23.0,,,,학교신축임대 학교시설의 신축. 개축. 관리. 운영. 유지. 임대 및 운영업,,,,2019.0,,412.0,,,,,,8245.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,36.3221378,127.4580316
227953,,,,,(주)플라잉마운틴,이성현,,,,,,,,,,우) 41260,,,,,,,,,,대구,동구 동대구로 467,35.8754032,128.6261676,,,,,,,,,07043483325,,3033446070.0,,출판업,,,58222.0,,일반,,5.0,,,2014.0,7.0,1.0,,,www.flyingmountain.kr,"소프트웨어 개발,공급",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,35.8814017,128.6259115
225757,,,,,(주)하나에스렌트카,고원균,,,,,,,,,,우) 42686,,,,,,,,,,대구,달서구 장기로 276,35.8441092,128.5300499,,,,,,,,,0544658801,,,,임대업; 부동산 제외,,,76110.0,,일반,,,,,2001.0,10.0,10.0,,,,"렌트카,전세버스",,,,2020.0,,2296.0,,,,,,7089.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,35.8435549,128.5265964
229234,,,,,(주)한림통상,김경훈,,,,,,,,,,우) 41497,,,,,,,,,,대구,북구 노원로 47,35.892585,128.5675383,,,,,,,,,0533418256,,539433334.0,,자동차 및 부품 판매업,,,45219.0,,일반,,5.0,,,2011.0,1.0,1.0,,,,"카오디오.네비게이션 도,소매",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,35.8907633,128.5648656
234670,,,,,(주)한신골재,김민수,,,,,,,,,,우) 42471,,,,,,,,,,대구,남구 성당로 108,35.8495528,128.5689888,,,,,,,,,0536397400,,539627811.0,,도매 및 상품 중개업,,,46612.0,,일반,,4.0,,,2010.0,5.0,19.0,,,,"골재 도소매,중기 대여",,,,,,,,,,,,739.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,35.8425993,128.5613922
225799,,,,,(주)한신후렘,황태하,,,,,,,,,,우) 42754,,,,,,,,,,대구,달서구 조암로20길 38-6,35.8236003,128.5189664,,,,,,,,,0536337272,,536390081.0,,기타 제품 제조업,,,33910.0,,일반,,3.0,,,2001.0,6.0,5.0,,,www.hsfc.co.kr,간판 광고물 간판틀 간판 광고물 제조,,,,,,,,,,,,1017.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,35.8234395,128.5186364
234735,,,,,(주)현대북대구정비센타,장영환,,,,,,,,,,우) 41558,,,,,,,,,,대구,북구 팔달로37길 64,35.8906173,128.5723834,,,,,,,,,0533519100,,533578966.0,,개인 및 소비용품 수리업,,,95211.0,,일반,,20.0,,,2002.0,3.0,19.0,,,,자동차수리 자동차 종합 수리업 자동차정비,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,35.8901491,128.5713771
225851,,,,,(주)황소농기계,신종범,,,,,,,,,,우) 42702,,,,,,,,,,대구,"달서구 성서공단북로 235, 243",35.8451318,128.4988025,,,,,,,,,0535844100,,535844100.0,,기타 기계 및 장비 제조업,,,29210.0,,일반,,,,,2017.0,1.0,23.0,,,www.hwangso114.com,,,,,2018.0,,4150.0,,,,,,2729.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,35.848364,128.4812653
234913,,,,,구일종합정비(주),"김진태,김준욱",,,,,,,,,,우) 42697,,,,,,,,,,대구,달서구 성서로 302,35.8441854,128.5078516,,,,,,,,,0535819191,,535819194.0,,개인 및 소비용품 수리업,,,95211.0,,일반,,18.0,,,1981.0,2.0,9.0,,,,자동차종합수리 택시운수업 택시운송,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,35.857316,128.5074157
230091,,,,,다원산업개발(주),김명화,,,,,,,,,,,,,,,,,,,,대구,서구 국채보상로39길 25,35.8713736,128.5524023,,,,,,,,,0534220482,,,,종합 건설업,,,41121.0,,일반,,5.0,,,2007.0,2.0,2.0,,,,"건축공사(상가,공장),부동산 매매",,,,,,,,,,,,2870.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,35.8718677,128.552258
235011,,,,,대경아이티(주),장태종,,,,,,,,,,우) 42686,,,,,,,,,,대구,달서구 장기로 276,35.8441092,128.5300499,,,,,,,,,0536211700,,536228100.0,,전문직별 공사업,,,42321.0,,일반,,42.0,,,2003.0,4.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,35.8435549,128.5265964
228060,,5028605368.0,,,대구그린파워(주),김동권,,,,,,,,,,우) 41065,,,,,,,,,,대구,동구 매여로 14,35.882421,128.7051941,,,,,,,,,07040355912,,7082775620.0,"전기, 가스, 증기 및 공기 조절 공급업","전기, 가스, 증기 및 공기 조절 공급업",,,35113.0,,외감,,42.0,,,2010.0,5.0,4.0,,,www.e-dgpower.co.kr,열병합벌전소운영 집단에너지 공급시설의 설치 및 운용,,,,2020.0,12.0,221382.0,,,304.0,85220.0,17859.0,549072.0,79922.0,469151.0,,,,,,,,대구그린파워,,,,,,,,,,기업체총람,2022,35.8831336,128.7047408
231076,,,,,대구에이스메디칼(주),이영규,,,,,,,,,,우) 42062,,,,,,,,,,대구,수성구 만촌로 15,35.8666996,128.6428794,,,,,,,,,0537440740,,,,도매 및 상품 중개업,,,46442.0,,일반,,7.0,,,2011.0,11.0,1.0,,,,의료용품 도.소매업,,,,2014.0,,2857.0,,,,,,1371.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,35.8597729,128.6465317
231644,,,,,대구주류판매(주),"이승학,이우경",,,,,,,,,,,,,,,,,,,,대구,중구 경상감영길 297-3,35.871496,128.5953974,,,,,,,,,0534273594,,534230338.0,,도매 및 상품 중개업,,,46331.0,,일반,,11.0,,,1977.0,7.0,1.0,,,,"맥주 소주 양주 주류 도매업 양주,기타",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,35.8719817,128.5941227
235064,,,,,대성이앤씨(주),"김영훈,황정호",,,,,,,,,,우) 41755,,,,,,,,,,대구,서구 와룡로73길 39,35.8659159,128.5328627,,,,,,,,,0536061100,,536061506.0,,종합 건설업,,,,,일반,,8.0,,,2009.0,5.0,8.0,,,www.daesung.com,"산업플랜트공사,토목건축공사,전기공사,전문소방공사,가스설비공사",,,,2017.0,,1471.0,,,,,,11450.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,35.8651048,128.5375955
235099,,,,,대진산업건설(주),홍성진,,,,,,,,,,,,,,,,,,,,대구,남구 대명로14길 56,35.8353824,128.5651742,,,,,,,,,0534746825,,534746826.0,,전문직별 공사업,,,42420.0,,일반,,7.0,,,2012.0,1.0,10.0,,,,금속구조물창호공사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,35.8360299,128.5647884
235113,,,,,대화발파(주),이원욱,,,,,,,,,,우) 41900,,,,,,,,,,대구,중구 원대로 9,35.8782949,128.5804611,,,,,,,,,0535563224,,535647001.0,,전문직별 공사업,,,42121.0,,일반,,5.0,,,1999.0,11.0,8.0,,,,건축물해체공사 발파공사 건축물 해체 및 발파 등 철거작업,,,,2015.0,,3382.0,,,,,,2328.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,35.8786036,128.5808239
235127,,,,,도남자동차검사정비(주),오은욱,,,,,,,,,,우) 42684,,,,,,,,,,대구,달서구 와룡로14길 27-13,35.8388488,128.5385435,,,,,,,,,0536223488,,536261122.0,,육상 운송 및 파이프라인 운송업,,,49230.0,,일반,,82.0,,,1981.0,1.0,29.0,,,,택시운송 택시 운송업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,35.8381964,128.5394195
228086,,,,,동부개발,노헌영,,,,,,,,,,우) 41246,,,,,,,,,,대구,동구 효신로 11,35.8765602,128.6334588,,,,,,,,,0537560017,,537596161.0,,사업 지원 서비스업,,,75290.0,,일반,,23.0,,,2002.0,4.0,16.0,,,,버스승차권 매표대행,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,35.8765586,128.6318607
235185,,,,,디엔아이엔씨(주),이동호,,,,,,,,,,우) 41589,,,,,,,,,,대구,북구 옥산로3길 16-6,35.8873164,128.5785063,,,,,,,,,0536529100,,536527900.0,,도매 및 상품 중개업,,,46599.0,,일반,,4.0,,,2005.0,12.0,1.0,,,www.dninc.co.kr,"아파트밸브 계량기 기타기계,장비 도매",,,,2020.0,,3516.0,,,,,,4004.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,35.8874807,128.5786539
235269,,,,,비스마트(주),오형석,,,,,,,,,,우) 42020,,,,,,,,,,대구,"수성구 동대구로 400, 14층",35.8662713,128.6284126,,,,,,,,,0532148101,,532148109.0,,전문 서비스업,,,71531.0,,일반,,9.0,,,2016.0,2.0,19.0,,,,"종합컨설팅(기술사업화,정책컨설팅,R&BD지원,리서치,자료분석,인큐베이팅,엑셀러레이팅)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,35.8393718,128.6240503
228109,,,,,상일운수(주),김창범,,,,,,,,,,우) 41145,,,,,,,,,,대구,동구 동촌로 211-1,35.8825932,128.6636881,,,,,,,,,0539828111,,539828114.0,,육상 운송 및 파이프라인 운송업,,,49230.0,,일반,,70.0,,,1978.0,12.0,15.0,,,,택시운송 운수 택시운수업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,35.8837949,128.6584573
235367,,5028103123.0,,,성보교통(주),이희주,,,,,,,,,,우) 41507,,,,,,,,,,대구,북구 검단북로11길 97,35.9174654,128.6210489,,,,,,,,,0533815961,,533815964.0,운수 및 창고업,육상 운송 및 파이프라인 운송업,,,49212.0,,외감,,238.0,,,1979.0,11.0,17.0,,,,시내버스운송업 시내버스운송 시내버스 운송업 시내버스 운송 옥외 광고,,,,2020.0,12.0,18716.0,,,-216.0,610.0,-542.0,7886.0,3712.0,4174.0,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,35.9165273,128.6172679
228123,,,,,신양화학약품(주),정상현,,,,,,,,,,우) 41188,,,,,,,,,,대구,동구 아양로 145,35.8857937,128.6289728,,,,,,,,,0539549000,,539560707.0,,도매 및 상품 중개업,,,46442.0,,일반,,7.0,,,1993.0,12.0,15.0,,,,진단용시약 혈액응고기 시약 도소매업 의료기기 도소매업 의료기기 수리업,,,,2020.0,,3465.0,,,,,,6017.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,35.8947947,128.6451456
224443,,,,,신진운수(주),오창욱,,,,,,,,,,,,,,,,,,,,대구,남구 대봉로 134,35.8475017,128.6038362,,,,,,,,,0534744900,,534742233.0,,육상 운송 및 파이프라인 운송업,,,49230.0,,일반,,67.0,,,1981.0,2.0,24.0,,,,택시운송 택시 운송업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,35.8532211,128.6029356
229488,,,,,에스이디(주),양석원,,,,,,,,,,우) 41588,,,,,,,,,,대구,북구 칠성남로26길 29,35.8770755,128.5917254,,,,,,,,,0533841290,,533841294.0,,전문직별 공사업,,,42202.0,,일반,,4.0,,,1998.0,11.0,1.0,,,www.samsungac.net,"냉난방기,공조기,에어컨,온풍기,냉각탑,팬코일,항온항습기 제조,도소매",,,,2017.0,,2011.0,,,,,,3761.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,35.8779067,128.5942501
227181,,,,,유아이플러스(주),김헌주,,,,,,,,,,우) 42961,,,,,,,,,,대구,달성군 화원읍 명천로27길 86,35.7992849,128.5070857,,,,,,,,,0532550222,,,,"의복, 의복 액세서리 및 모피제품 제조업",,,14192.0,,일반,,,,,2015.0,1.0,8.0,,,,,,,,2017.0,,277.0,,,,,,5810.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,35.8005419,128.5040056
226150,,,,,임양섬유공업(주),임경,,,,,,,,,,우) 42702,,,,,,,,,,대구,달서구 신당동 1187,35.8451196,128.495663,,,,,,,,,0535811420,,535811430.0,,섬유제품 제조업; 의복 제외,,,13900.0,,일반,,55.0,,,1976.0,6.0,30.0,,,,자수제품(자수직물포함) 화학섬유 제조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,35.8477231,128.4864574
226156,,5058139862.0,,,전진바이오팜(주),이태훈,,,,,,,,,,우) 42701,,,,,,,,,,대구,달서구 성서공단로 295,35.835,128.505051,,,,,,,,,0535937191,,535937193.0,제조업,화학 물질 및 화학제품 제조업; 의약품 제외,,,20499.0,,코스,,28.0,,,2004.0,9.0,23.0,,,www.jjbio.co.kr,친환경조류기피제 유해동물기피제 면역증강제 항생제대체기능성사료첨가제 동물사료첨가 조류기피제 육류 가공업 제조 및 도소매업,,,,2020.0,12.0,3867.0,,,-3418.0,3021.0,-1869.0,18695.0,11282.0,7413.0,,,,,,,,,,,,,,,,,,기업체총람,2022,35.8366294,128.5207771
235709,,,,,참조은정보통신(주),차중은,,,,,,,,,,우) 42445,,,,,,,,,,대구,남구 중앙대로22길 25-1,35.8423493,128.5981296,,,,,,,,,0534719100,,534729494.0,,전문직별 공사업,,,42322.0,,일반,,10.0,,,2002.0,11.0,4.0,,,,정보통신공사업 정보통신공사 통신·경보 및 탐지용 장비 도매업 정보통신 공사업 건설업,,,,2020.0,,6616.0,,,,,,3271.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,35.8427428,128.5944756
226201,,,,,태솔엔지니어링(주),현철호,,,,,,,,,,우) 42770,,,,,,,,,,대구,달서구 상화로9길 81-28,35.8121752,128.5190634,,,,,,,,,0536388684,,536388687.0,,전문직별 공사업,,,42202.0,,일반,,7.0,,,2000.0,8.0,29.0,,,,"기계설비공사,전문소방시설공사,신재생에너지(지열)공사",,,,2017.0,,1428.0,,,,,,873.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,35.8126772,128.5208253
235760,,,,,태수건설(주),남상기,,,,,,,,,,,,,,,,,,,,대구,달서구 월배로5길 70,35.8151124,128.5137979,,,,,,,,,0536390678,,536224555.0,,전문직별 공사업,,,42132.0,,일반,,7.0,,,1996.0,9.0,30.0,,,,"철근콘크리트공사,주택신축판매(건설),주택(아파트)공사,대지조성공사,토목건축공사,건축자재 제조,도소매,무역",,,,2015.0,,654.0,,,,,,1468.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,35.8121764,128.5175412
235761,,,,,태영에너지(주),석용주,,,,,,,,,,우) 41123,,,,,,,,,,대구,동구 신덕로 96,35.8820968,128.6898985,,,,,,,,,0533835155,,539865107.0,,도매 및 상품 중개업,,,46712.0,,일반,,4.0,,,2007.0,4.0,24.0,,,,유류 연료및 관련제품 도매,,,,2017.0,,34890.0,,,,,,,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,35.8829968,128.693651
235762,,,,,태영콘크리트(주),구본학,,,,,,,,,,,,,,,,,,,,대구,동구 반야월로 111-17,35.8761889,128.7033438,,,,,,,,,0539625911,,539626915.0,,비금속 광물제품 제조업,,,23322.0,,일반,,40.0,,,2005.0,7.0,1.0,,,,"레미콘,시멘트제품 제조",,,,2016.0,,9631.0,,,,,,5586.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,35.8723298,128.7208744
235808,,,,,하나에이앤엠(주),전영미,,,,,,,,,,우) 41755,,,,,,,,,,대구,서구 와룡로69길 60-3,35.8658052,128.5316785,,,,,,,,,0533511521,,533511552.0,,자동차 및 트레일러 제조업,,,30391.0,,일반,,2.0,,,2011.0,11.0,2.0,,,,자동차부품 제조업,,,,,,,,,,,,197.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,35.86586305,128.53165714930557
235853,,,,,한도주택건설,김한기,,,,,,,,,,우) 41866,,,,,,,,,,대구,서구 서대구로 10,35.8756583,128.5576101,,,,,,,,,0533121235,,533121236.0,,종합 건설업,,,41111.0,,일반,,6.0,,,2001.0,11.0,5.0,,,,부동산매매,,,,2016.0,,15000.0,,,,,,6413.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,35.8631846,128.5575579
230225,,,,,한창콘베어(주),이종안,,,,,,,,,,,,,,,,,,,,대구,서구 와룡로87길 90,35.8717121,128.5354997,,,,,,,,,0532571551,,,,기타 기계 및 장비 제조업,,,29163.0,,일반,,14.0,,,2009.0,1.0,10.0,,,,기타 기계 및 장비 도매업 고무벨트 제조 판매,,,,2016.0,,2869.0,,,,,,2220.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,35.8715513,128.5366325
235890,,,,,현대안전관리(주),우덕영,,,,,,,,,,우) 41188,,,,,,,,,,대구,동구 동북로 394-15,35.8861328,128.6309148,,,,,,,,,0536448582,,538011241.0,,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",,,72910.0,,일반,,12.0,,,2001.0,2.0,1.0,,,,전기안전관리대행 구축물 및 제품 검사업 전기안전관리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,35.8817477,128.6368835
231732,,,,,(자)삼우전자통신,박래석,,,,,,,,,,우) 42149,,,,,,,,,,대구,수성구 동대구로25길 24-12,35.8418603,128.6220928,,,,,,,,,0537672621,,537672623.0,,전문직별 공사업,,,42320.0,,일반,,36.0,,,1991.0,2.0,20.0,,,www.samwooec.com,통신공사 통신공사 통신관로공사 광케이블포설공사 방송설비공사 랜시설공사 통신공사업 통신기자재 생산 및 판매 통신공사 서비스업 전기공사업,,,,2014.0,,4208.0,,,,,,3759.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,35.8407593,128.6229724
231553,,,,,(주)지음,이수연,,,,,,,,,,,,,,,,,,,,대구,중구 달구벌대로 2096,35.8639158,128.5915383,,,,,,,,,0532419100,,3030038040.0,,부동산업,,,68122.0,,일반,,1.0,,,2010.0,7.0,20.0,,,www.ziummedis.com,"부동산 분양,임대,택지조성",,,,2019.0,,13523.0,,,,,,903.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,35.8639828,128.6034865
229445,,,,,삼정종합자동차폐차(주),박종호,,,,,,,,,,우) 41507,,,,,,,,,,대구,북구 검단북로11길 51,35.9169004,128.6169765,,,,,,,,,0533825500,,533823995.0,,"폐기물 수집, 운반, 처리 및 원료 재생업",,,38311.0,,일반,,11.0,,,1995.0,8.0,30.0,,,www.samjeoung.co.kr,"자동차폐차 중고자동차 중고자동차부품 자동차 폐차 처리 및 중고자동차,부품 수출 자동차폐차고철 도매",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,35.9165273,128.6172679
228173,,,,,천일교통(주),"사공근,사공혜경",,,,,,,,,,우) 41235,,,,,,,,,,대구,동구 동부로 194,35.8759431,128.6259374,,,,,,,,,0537542117,,537522140.0,,육상 운송 및 파이프라인 운송업,,,49231.0,,일반,,110.0,,,1981.0,2.0,1.0,,,,택시운송 택시 운수 운보,,,,2015.0,,1499.0,,,,,,1160.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,35.8749656,128.6192418
245897,,,,,(주)가람헤어테크,이동원,,,,,,,,,,우) 21110,,,,,,,,,,인천,계양구 봉오대로 650,37.5300028,126.7208683,,,,,,,,,07088800820,,325160820.0,,기타 제품 제조업,,,33931.0,,일반,,10.0,,,2013.0,1.0,1.0,,,www.gabalfactory.co.kr,"패션가발,가발악세사리 제조",,,,,,,,,,,,2240.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,37.5305651,126.7178858
245964,,,,,(주)경기일렉트로닉,안수남,,,,,,,,,,우) 21401,,,,,,,,,,인천,부평구 동수천로 86-12,37.4929895,126.7373824,,,,,,,,,03252839601,,325010548.0,,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,26429.0,,일반,,8.0,,,2000.0,8.0,1.0,,,www.ke-tech.kr,무전기마이크 유무선경광등 전자제품 제조업 전기전자 전자제품 제조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,37.4900438,126.7345634
244227,,,,,(주)대경유통,정순명,,,,,,,,,,우) 21927,,,,,,,,,,인천,연수구 연수2동 596-3,37.413923,126.6833951,,,,,,,,,0328118116,,328220015.0,,도매 및 상품 중개업,,,46520.0,,일반,,5.0,,,2003.0,5.0,19.0,,,,"TV 냉장고 세탁기 전기,전자,가전,정보기기제품 가전제품소매-종합 가전제품 제조",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,37.41214525,126.68317829734768
246366,,,,,(주)대도기업,임문규,,,,,,,,,,우) 22819,,,,,,,,,,인천,서구 원적로17번길 16,37.4890267,126.6782389,,,,,,,,,0325717107,,325711251.0,,육상 운송 및 파이프라인 운송업,,,49231.0,,일반,,100.0,,,1979.0,12.0,11.0,,,,택시운송 택시운송업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,37.4886743,126.6784364
246441,,,,,(주)대아골프백화점,김인기,,,,,,,,,,,,,,,,,,,,인천,남동구 고잔동 519-4,37.3849823,126.7106469,,,,,,,,,0324313131,,324313133.0,,도매 및 상품 중개업,,,46464.0,,일반,,7.0,,,2003.0,4.0,1.0,,,,골프클럽 골프용바지 골프장비 도소매업 유통,,,,2017.0,,5011.0,,,,,,3135.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,37.3941796,126.6966863
246631,,,,,(주)동산압연,서범랑,,,,,,,,,,우) 22205,,,,,,,,,,인천,미추홀구 노적산로 36-65,37.4408686,126.6536212,,,,,,,,,0328721082,,328721083.0,,1차 금속 제조업,,,24120.0,,일반,,15.0,,,2002.0,6.0,10.0,,,,,,,,,,,,,,,,1445.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,37.4418426,126.6538308
241939,,,,,(주)동신유통,이형근,,,,,,,,,,우) 22699,,,,,,,,,,인천,"서구 도요지로 208, 672-2",37.5566077,126.6735257,,,,,,,,,0323282850,,323282851.0,,소매업; 자동차 제외,,,47121.0,,일반,,20.0,,,2012.0,8.0,16.0,,,,슈퍼마켓,,,,2015.0,,10071.0,,,,,,1532.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,37.5590759,126.6519945
246831,,,,,(주)레오인터내셔널,"임동건,황의태",,,,,,,,,,우) 22850,,,,,,,,,,인천,서구 정서진5로 10 1-1,37.560427,126.6188191,,,,,,,,,0328196100,,7041206100.0,,자동차 및 트레일러 제조업,,,30399.0,,일반,,6.0,,,2013.0,11.0,1.0,,,storefarm.naver.com/leolight,,,,,,,,,,,,,1297.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,37.5614909,126.6177997
246857,,1228122749.0,,,(주)롬퍼니처,조상훈,,,,,,,,,,우) 21642,,,,,,,,,,인천,남동구 남동동로 241,37.4054661,126.7034009,,,,,,,,,0328180089,,328156215.0,제조업,가구 제조업,,,32021.0,,외감,,61.0,,,1991.0,7.0,1.0,,,www.bonton.kr,가정용식탁 의자 소파 가구 제조업,,,,2020.0,12.0,18435.0,,,528.0,150.0,309.0,16249.0,6045.0,10204.0,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,37.4173613,126.7121327
240015,,,,,(주)믿음씨앤디,서병업,,,,,,,,,,우) 22146,,,,,,,,,,인천,미추홀구 경원대로816번길 30-24,37.4549418,126.6913554,,,,,,,,,0312412410,,312414301.0,,부동산업,,,68129.0,,일반,,5.0,,,2007.0,3.0,16.0,,,,"부동산(토지) 개발대행,컨설팅",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,37.4555199,126.6904362
